filename,locX,locY,globalX,globalY
stage_0094,113,175,3952,11313
stage_0094,113,550,3952,11688
stage_0094,116,448,3955,11586
stage_0094,116,673,3955,11811
stage_0094,120,240,3959,11378
stage_0094,121,189,3960,11327
stage_0094,124,76,3963,11214
stage_0094,124,98,3963,11236
stage_0094,124,769,3963,11907
stage_0094,124,892,3963,12030
stage_0094,125,155,3964,11293
stage_0094,128,482,3967,11620
stage_0094,129,465,3968,11603
stage_0094,130,402,3969,11540
stage_0094,131,55,3970,11193
stage_0094,131,550,3970,11688
stage_0094,132,609,3971,11747
stage_0094,133,803,3972,11941
stage_0094,134,862,3973,12000
stage_0094,135,258,3974,11396
stage_0094,135,315,3974,11453
stage_0094,135,431,3974,11569
stage_0094,136,203,3975,11341
stage_0094,137,584,3976,11722
stage_0094,137,638,3976,11776
stage_0094,140,42,3979,11180
stage_0094,141,6,3980,11144
stage_0094,141,748,3980,11886
stage_0094,143,145,3982,11283
stage_0094,144,294,3983,11432
stage_0094,144,822,3983,11960
stage_0094,146,272,3985,11410
stage_0094,146,456,3985,11594
stage_0094,146,683,3985,11821
stage_0094,146,773,3985,11911
stage_0094,147,101,3986,11239
stage_0094,148,367,3987,11505
stage_0094,149,218,3988,11356
stage_0094,149,505,3988,11643
stage_0094,149,574,3988,11712
stage_0094,151,697,3990,11835
stage_0094,153,415,3992,11553
stage_0094,153,630,3992,11768
stage_0094,154,318,3993,11456
stage_0094,156,244,3995,11382
stage_0094,156,554,3995,11692
stage_0094,157,207,3996,11345
stage_0094,157,736,3996,11874
stage_0094,158,340,3997,11478
stage_0094,160,93,3999,11231
stage_0094,160,301,3999,11439
stage_0094,162,849,4001,11987
stage_0094,166,429,4005,11567
stage_0094,166,481,4005,11619
stage_0094,168,64,4007,11202
stage_0094,170,255,4009,11393
stage_0094,172,123,4011,11261
stage_0094,172,671,4011,11809
stage_0094,173,197,4012,11335
stage_0094,174,173,4013,11311
stage_0094,175,46,4014,11184
stage_0094,177,468,4016,11606
stage_0094,180,875,4019,12013
stage_0094,181,28,4020,11166
stage_0094,181,400,4020,11538
stage_0094,181,768,4020,11906
stage_0094,182,650,4021,11788
stage_0094,182,705,4021,11843
stage_0094,182,846,4021,11984
stage_0094,183,345,4022,11483
stage_0094,183,564,4022,11702
stage_0094,184,635,4023,11773
stage_0094,186,824,4025,11962
stage_0094,187,11,4026,11149
stage_0094,187,609,4026,11747
stage_0094,189,528,4028,11666
stage_0094,192,302,4031,11440
stage_0094,192,498,4031,11636
stage_0094,194,793,4033,11931
stage_0094,195,670,4034,11808
stage_0094,198,772,4037,11910
stage_0094,200,512,4039,11650
stage_0094,201,863,4040,12001
stage_0094,201,913,4040,12051
stage_0094,202,470,4041,11608
stage_0094,202,889,4041,12027
stage_0094,203,126,4042,11264
stage_0094,203,538,4042,11676
stage_0094,203,818,4042,11956
stage_0094,205,272,4044,11410
stage_0094,205,568,4044,11706
stage_0094,206,169,4045,11307
stage_0094,208,256,4047,11394
stage_0094,208,305,4047,11443
stage_0094,210,739,4049,11877
stage_0094,211,602,4050,11740
stage_0094,215,852,4054,11990
stage_0094,216,776,4055,11914
stage_0094,218,525,4057,11663
stage_0094,219,643,4058,11781
stage_0094,220,476,4059,11614
stage_0094,223,361,4062,11499
stage_0094,225,587,4064,11725
stage_0094,228,461,4067,11599
stage_0094,229,323,4068,11461
stage_0094,231,376,4070,11514
stage_0094,231,513,4070,11651
stage_0094,232,882,4071,12020
stage_0094,233,240,4072,11378
stage_0094,233,785,4072,11923
stage_0094,233,852,4072,11990
stage_0094,235,167,4074,11305
stage_0094,235,271,4074,11409
stage_0094,238,638,4077,11776
stage_0094,239,187,4078,11325
stage_0094,240,730,4079,11868
stage_0094,241,581,4080,11719
stage_0094,245,203,4084,11341
stage_0094,248,791,4087,11929
stage_0094,249,517,4088,11655
stage_0094,250,830,4089,11968
stage_0094,250,890,4089,12028
stage_0094,251,295,4090,11433
stage_0094,251,665,4090,11803
stage_0094,252,5,4091,11143
stage_0094,253,850,4092,11988
stage_0094,255,104,4094,11242
stage_0094,255,139,4094,11277
stage_0094,255,171,4094,11309
stage_0094,256,443,4095,11581
stage_0094,257,364,4096,11502
stage_0094,257,382,4096,11520
stage_0094,258,189,4097,11327
stage_0094,258,339,4097,11477
stage_0094,258,460,4097,11598
stage_0094,259,207,4098,11345
stage_0094,260,580,4099,11718
stage_0094,261,85,4100,11223
stage_0094,262,605,4101,11743
stage_0094,263,22,4102,11160
stage_0094,263,61,4102,11199
stage_0094,263,478,4102,11616
stage_0094,263,797,4102,11935
stage_0094,263,870,4102,12008
stage_0094,264,222,4103,11360
stage_0094,264,275,4103,11413
stage_0094,264,649,4103,11787
stage_0094,267,424,4106,11562
stage_0094,268,119,4107,11257
stage_0094,268,240,4107,11378
stage_0094,269,566,4108,11704
stage_0094,270,397,4109,11535
stage_0094,271,918,4110,12056
stage_0094,272,307,4111,11445
stage_0094,272,838,4111,11976
stage_0094,272,855,4111,11993
stage_0094,273,195,4112,11333
stage_0094,274,102,4113,11240
stage_0094,274,546,4113,11684
stage_0094,274,615,4113,11753
stage_0094,276,329,4115,11467
stage_0094,276,641,4115,11779
stage_0094,277,451,4116,11589
stage_0094,277,821,4116,11959
stage_0094,278,177,4117,11315
stage_0094,280,46,4119,11184
stage_0094,280,250,4119,11388
stage_0094,281,877,4120,12015
stage_0094,282,668,4121,11806
stage_0094,285,402,4124,11540
stage_0094,286,582,4125,11720
stage_0094,287,356,4126,11494
stage_0094,287,426,4126,11564
stage_0094,287,567,4126,11705
stage_0094,287,846,4126,11984
stage_0094,288,904,4127,12042
stage_0094,289,142,4128,11280
stage_0094,290,611,4129,11749
stage_0094,292,237,4131,11375
stage_0094,293,160,4132,11298
stage_0094,293,187,4132,11325
stage_0094,293,339,4132,11477
stage_0094,295,104,4134,11242
stage_0094,295,448,4134,11586
stage_0094,296,521,4135,11659
stage_0094,297,742,4136,11880
stage_0094,299,709,4138,11847
stage_0094,299,794,4138,11932
stage_0094,300,408,4139,11546
stage_0094,302,672,4141,11810
stage_0094,303,469,4142,11607
stage_0094,305,13,4144,11151
stage_0094,305,68,4144,11206
stage_0094,306,391,4145,11529
stage_0094,307,606,4146,11744
stage_0094,309,350,4148,11488
stage_0094,309,424,4148,11562
stage_0094,310,824,4149,11962
stage_0094,312,369,4151,11507
stage_0094,313,566,4152,11704
stage_0094,314,92,4153,11230
stage_0094,314,442,4153,11580
stage_0094,314,589,4153,11727
stage_0094,315,145,4154,11283
stage_0094,315,184,4154,11322
stage_0094,315,304,4154,11442
stage_0094,315,536,4154,11674
stage_0094,316,235,4155,11373
stage_0094,316,688,4155,11826
stage_0094,317,333,4156,11471
stage_0094,318,406,4157,11544
stage_0094,319,505,4158,11643
stage_0094,320,59,4159,11197
stage_0094,321,276,4160,11414
stage_0094,321,783,4160,11921
stage_0094,322,249,4161,11387
stage_0094,324,737,4163,11875
stage_0094,327,199,4166,11337
stage_0094,328,833,4167,11971
stage_0094,329,45,4168,11183
stage_0094,329,433,4168,11571
stage_0094,329,521,4168,11659
stage_0094,330,414,4169,11552
stage_0094,331,79,4170,11217
stage_0094,331,328,4170,11466
stage_0094,332,169,4171,11307
stage_0094,334,120,4173,11258
stage_0094,334,451,4173,11589
stage_0094,334,763,4173,11901
stage_0094,335,867,4174,12005
stage_0094,337,293,4176,11431
stage_0094,337,470,4176,11608
stage_0094,337,702,4176,11840
stage_0094,339,5,4178,11143
stage_0094,342,129,4181,11267
stage_0094,343,58,4182,11196
stage_0094,343,426,4182,11564
stage_0094,345,404,4184,11542
stage_0094,346,35,4185,11173
stage_0094,346,729,4185,11867
stage_0094,348,532,4187,11670
stage_0094,349,174,4188,11312
stage_0094,350,774,4189,11912
stage_0094,351,608,4190,11746
stage_0094,352,18,4191,11156
stage_0094,352,512,4191,11650
stage_0094,354,632,4193,11770
stage_0094,355,206,4194,11344
stage_0094,358,588,4197,11726
stage_0094,358,688,4197,11826
stage_0094,358,882,4197,12020
stage_0094,359,121,4198,11259
stage_0094,360,468,4199,11606
stage_0094,360,567,4199,11705
stage_0094,361,69,4200,11207
stage_0094,361,173,4200,11311
stage_0094,362,493,4201,11631
stage_0094,363,3,4202,11141
stage_0094,363,397,4202,11535
stage_0094,365,647,4204,11785
stage_0094,365,720,4204,11858
stage_0094,366,223,4205,11361
stage_0094,366,545,4205,11683
stage_0094,367,265,4206,11403
stage_0094,369,160,4208,11298
stage_0094,369,748,4208,11886
stage_0094,370,897,4209,12035
stage_0094,371,278,4210,11416
stage_0094,371,430,4210,11568
stage_0094,372,631,4211,11769
stage_0094,373,687,4212,11825
stage_0094,373,850,4212,11988
stage_0094,374,825,4213,11963
stage_0094,376,414,4215,11552
stage_0094,377,210,4216,11348
stage_0094,377,470,4216,11608
stage_0094,377,583,4216,11721
stage_0094,378,558,4217,11696
stage_0094,378,773,4217,11911
stage_0094,378,807,4217,11945
stage_0094,379,31,4218,11169
stage_0094,379,141,4218,11279
stage_0094,379,611,4218,11749
stage_0094,379,701,4218,11839
stage_0094,380,49,4219,11187
stage_0094,380,298,4219,11436
stage_0094,380,441,4219,11579
stage_0094,384,189,4223,11327
stage_0094,384,317,4223,11455
stage_0094,385,401,4224,11539
stage_0094,385,452,4224,11590
stage_0094,387,424,4226,11562
stage_0094,387,919,4226,12057
stage_0094,388,282,4227,11420
stage_0094,388,866,4227,12004
stage_0094,390,5,4229,11143
stage_0094,390,261,4229,11399
stage_0094,390,362,4229,11500
stage_0094,390,772,4229,11910
stage_0094,394,574,4233,11712
stage_0094,394,719,4233,11857
stage_0094,395,815,4234,11953
stage_0094,397,302,4236,11440
stage_0094,398,28,4237,11166
stage_0094,398,594,4237,11732
stage_0094,399,621,4238,11759
stage_0094,400,443,4239,11581
stage_0094,400,699,4239,11837
stage_0094,402,461,4241,11599
stage_0094,402,493,4241,11631
stage_0094,402,855,4241,11993
stage_0094,403,277,4242,11415
stage_0094,403,396,4242,11534
stage_0094,404,347,4243,11485
stage_0094,405,176,4244,11314
stage_0094,405,246,4244,11384
stage_0094,411,328,4250,11466
stage_0094,413,11,4252,11149
stage_0094,415,272,4254,11410
stage_0094,415,659,4254,11797
stage_0094,415,796,4254,11934
stage_0094,416,452,4255,11590
stage_0094,416,638,4255,11776
stage_0094,416,901,4255,12039
stage_0094,418,107,4257,11245
stage_0094,418,610,4257,11748
stage_0094,419,253,4258,11391
stage_0094,419,509,4258,11647
stage_0094,421,437,4260,11575
stage_0094,424,129,4263,11267
stage_0094,425,373,4264,11511
stage_0094,425,672,4264,11810
stage_0094,427,89,4266,11227
stage_0094,427,417,4266,11555
stage_0094,428,311,4267,11449
stage_0094,428,529,4267,11667
stage_0094,428,720,4267,11858
stage_0094,429,626,4268,11764
stage_0094,430,487,4269,11625
stage_0094,432,277,4271,11415
stage_0094,433,568,4272,11706
stage_0094,434,390,4273,11528
stage_0094,434,919,4273,12057
stage_0094,435,693,4274,11831
stage_0094,436,361,4275,11499
stage_0094,436,800,4275,11938
stage_0094,437,258,4276,11396
stage_0094,440,852,4279,11990
stage_0094,443,162,4282,11300
stage_0094,443,509,4282,11647
stage_0094,444,96,4283,11234
stage_0094,444,665,4283,11803
stage_0094,444,739,4283,11877
stage_0094,447,644,4286,11782
stage_0094,448,415,4287,11553
stage_0094,449,490,4288,11628
stage_0094,449,620,4288,11758
stage_0094,450,779,4289,11917
stage_0094,450,815,4289,11953
stage_0094,451,368,4290,11506
stage_0094,452,148,4291,11286
stage_0094,452,176,4291,11314
stage_0094,452,706,4291,11844
stage_0094,455,20,4294,11158
stage_0094,455,336,4294,11474
stage_0094,455,686,4294,11824
stage_0094,456,889,4295,12027
stage_0094,457,79,4296,11217
stage_0094,460,49,4299,11187
stage_0094,464,873,4303,12011
stage_0094,465,503,4304,11641
stage_0094,465,602,4304,11740
stage_0094,467,7,4306,11145
stage_0094,467,671,4306,11809
stage_0094,468,70,4307,11208
stage_0094,468,183,4307,11321
stage_0094,468,905,4307,12043
stage_0094,471,272,4310,11410
stage_0094,471,827,4310,11965
stage_0094,472,334,4311,11472
stage_0094,472,636,4311,11774
stage_0094,474,141,4313,11279
stage_0094,475,518,4314,11656
stage_0094,476,211,4315,11349
stage_0094,476,458,4315,11596
stage_0094,478,699,4317,11837
stage_0094,478,887,4317,12025
stage_0094,480,23,4319,11161
stage_0094,480,421,4319,11559
stage_0094,481,59,4320,11197
stage_0094,481,450,4320,11588
stage_0094,481,920,4320,12058
stage_0094,482,198,4321,11336
stage_0094,483,165,4322,11303
stage_0094,484,746,4323,11884
stage_0094,485,125,4324,11263
stage_0094,485,224,4324,11362
stage_0094,487,244,4326,11382
stage_0094,489,320,4328,11458
stage_0094,489,538,4328,11676
stage_0094,490,297,4329,11435
stage_0094,491,87,4330,11225
stage_0094,491,477,4330,11615
stage_0094,492,107,4331,11245
stage_0094,492,433,4331,11571
stage_0094,493,573,4332,11711
stage_0094,494,381,4333,11519
stage_0094,494,883,4333,12021
stage_0094,495,700,4334,11838
stage_0094,498,201,4337,11339
stage_0094,498,684,4337,11822
stage_0094,498,910,4337,12048
stage_0094,500,804,4339,11942
stage_0094,501,22,4340,11160
stage_0094,501,662,4340,11800
stage_0094,501,717,4340,11855
stage_0094,503,71,4342,11209
stage_0094,503,123,4342,11261
stage_0094,504,366,4343,11504
stage_0094,506,349,4345,11487
stage_0094,507,470,4346,11608
stage_0094,508,238,4347,11376
stage_0094,508,645,4347,11783
stage_0094,508,733,4347,11871
stage_0094,508,829,4347,11967
stage_0094,508,855,4347,11993
stage_0094,509,890,4348,12028
stage_0094,510,251,4349,11389
stage_0094,513,678,4352,11816
stage_0094,513,919,4352,12057
stage_0094,514,483,4353,11621
stage_0094,514,873,4353,12011
stage_0094,517,198,4356,11336
stage_0094,518,712,4357,11850
stage_0094,519,218,4358,11356
stage_0094,519,291,4358,11429
stage_0094,520,750,4359,11888
stage_0094,521,62,4360,11200
stage_0094,521,310,4360,11448
stage_0094,521,906,4360,12044
stage_0094,524,461,4363,11599
stage_0094,526,98,4365,11236
stage_0094,526,694,4365,11832
stage_0094,527,368,4366,11506
stage_0094,528,399,4367,11537
stage_0094,528,637,4367,11775
stage_0094,529,270,4368,11408
stage_0094,532,147,4371,11285
stage_0094,532,670,4371,11808
stage_0094,533,76,4372,11214
stage_0094,533,592,4372,11730
stage_0094,534,130,4373,11268
stage_0094,534,501,4373,11639
stage_0094,536,427,4375,11565
stage_0094,537,896,4376,12034
stage_0094,538,224,4377,11362
stage_0094,539,521,4378,11659
stage_0094,540,382,4379,11520
stage_0094,542,613,4381,11751
stage_0094,543,798,4382,11936
stage_0094,544,203,4383,11341
stage_0094,544,287,4383,11425
stage_0094,544,326,4383,11464
stage_0094,545,719,4384,11857
stage_0094,546,148,4385,11286
stage_0094,546,537,4385,11675
stage_0094,546,883,4385,12021
stage_0094,548,401,4387,11539
stage_0094,549,168,4388,11306
stage_0094,550,360,4389,11498
stage_0094,550,768,4389,11906
stage_0094,551,554,4390,11692
stage_0094,552,124,4391,11262
stage_0094,552,639,4391,11777
stage_0094,553,217,4392,11355
stage_0094,556,188,4395,11326
stage_0094,558,521,4397,11659
stage_0094,561,104,4400,11242
stage_0094,561,232,4400,11370
stage_0094,561,378,4400,11516
stage_0094,563,84,4402,11222
stage_0094,564,175,4403,11313
stage_0094,564,420,4403,11558
stage_0094,565,331,4404,11469
stage_0094,565,818,4404,11956
stage_0094,566,251,4405,11389
stage_0094,566,609,4405,11747
stage_0094,567,16,4406,11154
stage_0094,568,281,4407,11419
stage_0094,568,567,4407,11705
stage_0094,568,895,4407,12033
stage_0094,569,493,4408,11631
stage_0094,571,32,4410,11170
stage_0094,572,313,4411,11451
stage_0094,572,511,4411,11649
stage_0094,573,352,4412,11490
stage_0094,574,70,4413,11208
stage_0094,575,443,4414,11581
stage_0094,575,915,4414,12053
stage_0094,576,118,4415,11256
stage_0094,576,473,4415,11611
stage_0094,576,665,4415,11803
stage_0094,576,703,4415,11841
stage_0094,578,635,4417,11773
stage_0094,579,369,4418,11507
stage_0094,580,21,4419,11159
stage_0094,581,262,4420,11400
stage_0094,582,528,4421,11666
stage_0094,583,230,4422,11368
stage_0094,584,185,4423,11323
stage_0094,584,756,4423,11894
stage_0094,585,581,4424,11719
stage_0094,586,291,4425,11429
stage_0094,587,329,4426,11467
stage_0094,588,804,4427,11942
stage_0094,588,873,4427,12011
stage_0094,589,393,4428,11531
stage_0094,590,168,4429,11306
stage_0094,591,698,4430,11836
stage_0094,593,564,4432,11702
stage_0094,594,351,4433,11489
stage_0094,596,104,4435,11242
stage_0094,596,221,4435,11359
stage_0094,596,543,4435,11681
stage_0094,596,836,4435,11974
stage_0094,597,247,4436,11385
stage_0094,597,278,4436,11416
stage_0094,598,374,4437,11512
stage_0094,600,641,4439,11779
stage_0094,603,189,4442,11327
stage_0094,603,621,4442,11759
stage_0094,604,13,4443,11151
stage_0094,604,662,4443,11800
stage_0094,605,452,4444,11590
stage_0094,605,591,4444,11729
stage_0094,607,761,4446,11899
stage_0094,609,158,4448,11296
stage_0094,609,471,4448,11609
stage_0094,610,290,4449,11428
stage_0094,610,573,4449,11711
stage_0094,611,525,4450,11663
stage_0094,611,633,4450,11771
stage_0094,614,131,4453,11269
stage_0094,614,426,4453,11564
stage_0094,614,502,4453,11640
stage_0094,614,787,4453,11925
stage_0094,615,357,4454,11495
stage_0094,616,177,4455,11315
stage_0094,616,799,4455,11937
stage_0094,617,449,4456,11587
stage_0094,617,842,4456,11980
stage_0094,618,242,4457,11380
stage_0094,620,198,4459,11336
stage_0094,622,680,4461,11818
stage_0094,624,739,4463,11877
stage_0094,626,822,4465,11960
stage_0094,626,910,4465,12048
stage_0094,627,406,4466,11544
stage_0094,627,662,4466,11800
stage_0094,628,601,4467,11739
stage_0094,629,117,4468,11255
stage_0094,629,391,4468,11529
stage_0094,631,713,4470,11851
stage_0094,632,464,4471,11602
stage_0094,634,42,4473,11180
stage_0094,634,92,4473,11230
stage_0094,635,258,4474,11396
stage_0094,636,446,4475,11584
stage_0094,636,490,4475,11628
stage_0094,638,5,4477,11143
stage_0094,638,683,4477,11821
stage_0094,640,565,4479,11703
stage_0094,643,174,4482,11312
stage_0094,644,243,4483,11381
stage_0094,646,640,4485,11778
stage_0094,646,659,4485,11797
stage_0094,647,909,4486,12047
stage_0094,648,608,4487,11746
stage_0094,649,415,4488,11553
stage_0094,651,504,4490,11642
stage_0094,651,736,4490,11874
stage_0094,652,379,4491,11517
stage_0094,653,222,4492,11360
stage_0094,653,586,4492,11724
stage_0094,654,714,4493,11852
stage_0094,655,157,4494,11295
stage_0094,656,181,4495,11319
stage_0094,656,480,4495,11618
stage_0094,657,206,4496,11344
stage_0094,657,526,4496,11664
stage_0094,659,115,4498,11253
stage_0094,660,137,4499,11275
stage_0094,665,251,4504,11389
stage_0094,665,596,4504,11734
stage_0094,665,905,4504,12043
stage_0094,666,16,4505,11154
stage_0094,666,619,4505,11757
stage_0094,666,920,4505,12058
stage_0094,667,82,4506,11220
stage_0094,667,236,4506,11374
stage_0094,667,722,4506,11860
stage_0094,668,277,4507,11415
stage_0094,668,665,4507,11803
stage_0094,669,419,4508,11557
stage_0094,671,167,4510,11305
stage_0094,671,318,4510,11456
stage_0094,671,472,4510,11610
stage_0094,672,208,4511,11346
stage_0094,672,392,4511,11530
stage_0094,673,453,4512,11591
stage_0094,674,545,4513,11683
stage_0094,675,602,4514,11740
stage_0094,678,302,4517,11440
stage_0094,679,860,4518,11998
stage_0094,680,128,4519,11266
stage_0094,680,254,4519,11392
stage_0094,680,579,4519,11717
stage_0094,680,733,4519,11871
stage_0094,681,503,4520,11641
stage_0094,683,65,4522,11203
stage_0094,683,331,4522,11469
stage_0094,683,635,4522,11773
stage_0094,683,713,4522,11851
stage_0094,684,441,4523,11579
stage_0094,685,5,4524,11143
stage_0094,687,561,4526,11699
stage_0094,688,105,4527,11243
stage_0094,689,152,4528,11290
stage_0094,689,873,4528,12011
stage_0094,692,314,4531,11452
stage_0094,692,414,4531,11552
stage_0094,693,385,4532,11523
stage_0094,693,919,4532,12057
stage_0094,694,273,4533,11411
stage_0094,694,746,4533,11884
stage_0094,697,521,4536,11659
stage_0094,697,543,4536,11681
stage_0094,698,31,4537,11169
stage_0094,699,199,4538,11337
stage_0094,699,479,4538,11617
stage_0094,704,131,4543,11269
stage_0094,704,497,4543,11635
stage_0094,705,16,4544,11154
stage_0094,705,877,4544,12015
stage_0094,706,730,4545,11868
stage_0094,707,47,4546,11185
stage_0094,707,632,4546,11770
stage_0094,708,112,4547,11250
stage_0094,709,861,4548,11999
stage_0094,712,307,4551,11445
stage_0094,712,895,4551,12033
stage_0094,713,243,4552,11381
stage_0094,713,914,4552,12052
stage_0094,714,614,4553,11752
stage_0094,715,655,4554,11793
stage_0094,716,463,4555,11601
stage_0094,717,4,4556,11142
stage_0094,718,62,4557,11200
stage_0094,718,86,4557,11224
stage_0094,718,207,4557,11345
stage_0094,718,370,4557,11508
stage_0094,719,682,4558,11820
stage_0094,720,353,4559,11491
stage_0094,722,222,4561,11360
stage_0094,722,482,4561,11620
stage_0094,722,707,4561,11845
stage_0094,723,321,4562,11459
stage_0094,724,179,4563,11317
stage_0094,724,667,4563,11805
stage_0094,725,120,4564,11258
stage_0094,726,628,4565,11766
stage_0094,727,163,4566,11301
stage_0094,728,240,4567,11378
stage_0094,728,727,4567,11865
stage_0094,730,304,4569,11442
stage_0094,731,383,4570,11521
stage_0094,733,654,4572,11792
stage_0094,734,133,4573,11271
stage_0094,736,48,4575,11186
stage_0094,736,83,4575,11221
stage_0094,739,106,4578,11244
stage_0094,739,344,4578,11482
stage_0094,741,248,4580,11386
stage_0094,741,272,4580,11410
stage_0094,742,840,4581,11978
stage_0094,743,61,4582,11199
stage_0094,744,430,4583,11568
stage_0094,744,474,4583,11612
stage_0094,744,549,4583,11687
stage_0094,745,301,4584,11439
stage_0094,746,706,4585,11844
stage_0094,748,729,4587,11867
stage_0094,749,126,4588,11264
stage_0094,749,142,4588,11280
stage_0094,749,165,4588,11303
stage_0094,749,230,4588,11368
stage_0094,749,286,4588,11424
stage_0094,752,94,4591,11232
stage_0094,754,48,4593,11186
stage_0094,756,380,4595,11518
stage_0094,756,447,4595,11585
stage_0094,759,344,4598,11482
stage_0094,759,405,4598,11543
stage_0094,759,842,4598,11980
stage_0094,760,635,4599,11773
stage_0094,768,16,4607,11154
stage_0094,768,303,4607,11441
