filename,locX,locY,globalX,globalY
stage_0147,181,189,6534,10403
stage_0147,183,109,6536,10323
stage_0147,183,519,6536,10733
stage_0147,183,533,6536,10747
stage_0147,184,273,6537,10487
stage_0147,186,432,6539,10646
stage_0147,187,137,6540,10351
stage_0147,189,569,6542,10783
stage_0147,191,416,6544,10630
stage_0147,192,108,6545,10322
stage_0147,196,401,6549,10615
stage_0147,196,590,6549,10804
stage_0147,197,196,6550,10410
stage_0147,198,833,6551,11047
stage_0147,201,153,6554,10367
stage_0147,202,165,6555,10379
stage_0147,202,518,6555,10732
stage_0147,202,616,6555,10830
stage_0147,204,720,6557,10934
stage_0147,210,397,6563,10611
stage_0147,210,586,6563,10800
stage_0147,211,503,6564,10717
stage_0147,212,751,6565,10965
stage_0147,214,769,6567,10983
stage_0147,215,917,6568,11131
stage_0147,220,526,6573,10740
stage_0147,221,815,6574,11029
stage_0147,222,192,6575,10406
stage_0147,222,572,6575,10786
stage_0147,224,390,6577,10604
stage_0147,225,15,6578,10229
stage_0147,225,223,6578,10437
stage_0147,227,177,6580,10391
stage_0147,228,635,6581,10849
stage_0147,228,852,6581,11066
stage_0147,229,592,6582,10806
stage_0147,230,284,6583,10498
stage_0147,230,431,6583,10645
stage_0147,230,613,6583,10827
stage_0147,231,772,6584,10986
stage_0147,232,536,6585,10750
stage_0147,233,303,6586,10517
stage_0147,236,699,6589,10913
stage_0147,238,276,6591,10490
stage_0147,238,801,6591,11015
stage_0147,238,826,6591,11040
stage_0147,239,417,6592,10631
stage_0147,239,662,6592,10876
stage_0147,242,599,6595,10813
stage_0147,244,140,6597,10354
stage_0147,244,295,6597,10509
stage_0147,244,315,6597,10529
stage_0147,245,173,6598,10387
stage_0147,249,76,6602,10290
stage_0147,249,512,6602,10726
stage_0147,249,779,6602,10993
stage_0147,251,466,6604,10680
stage_0147,251,744,6604,10958
stage_0147,252,400,6605,10614
stage_0147,252,686,6605,10900
stage_0147,253,380,6606,10594
stage_0147,255,59,6608,10273
stage_0147,256,126,6609,10340
stage_0147,257,298,6610,10512
stage_0147,258,621,6611,10835
stage_0147,258,640,6611,10854
stage_0147,260,500,6613,10714
stage_0147,262,753,6615,10967
stage_0147,263,87,6616,10301
stage_0147,264,782,6617,10996
stage_0147,265,70,6618,10284
stage_0147,266,375,6619,10589
stage_0147,268,242,6621,10456
stage_0147,269,684,6622,10898
stage_0147,269,844,6622,11058
stage_0147,271,493,6624,10707
stage_0147,272,619,6625,10833
stage_0147,272,699,6625,10913
stage_0147,273,174,6626,10388
stage_0147,274,367,6627,10581
stage_0147,274,663,6627,10877
stage_0147,274,722,6627,10936
stage_0147,276,353,6629,10567
stage_0147,278,226,6631,10440
stage_0147,279,776,6632,10990
stage_0147,281,199,6634,10413
stage_0147,281,445,6634,10659
stage_0147,283,53,6636,10267
stage_0147,285,79,6638,10293
stage_0147,285,796,6638,11010
stage_0147,286,457,6639,10671
stage_0147,286,614,6639,10828
stage_0147,288,717,6641,10931
stage_0147,290,277,6643,10491
stage_0147,290,749,6643,10963
stage_0147,291,43,6644,10257
stage_0147,291,169,6644,10383
stage_0147,291,220,6644,10434
stage_0147,291,544,6644,10758
stage_0147,291,679,6644,10893
stage_0147,292,762,6645,10976
stage_0147,292,783,6645,10997
stage_0147,293,188,6646,10402
stage_0147,293,468,6646,10682
stage_0147,294,643,6647,10857
stage_0147,295,488,6648,10702
stage_0147,296,316,6649,10530
stage_0147,298,164,6651,10378
stage_0147,299,723,6652,10937
stage_0147,300,395,6653,10609
stage_0147,301,767,6654,10981
stage_0147,302,419,6655,10633
stage_0147,303,153,6656,10367
stage_0147,303,862,6656,11076
stage_0147,304,305,6657,10519
stage_0147,305,261,6658,10475
stage_0147,306,371,6659,10585
stage_0147,306,745,6659,10959
stage_0147,307,688,6660,10902
stage_0147,307,703,6660,10917
stage_0147,311,49,6664,10263
stage_0147,311,402,6664,10616
stage_0147,312,731,6665,10945
stage_0147,313,813,6666,11027
stage_0147,314,717,6667,10931
stage_0147,317,664,6670,10878
stage_0147,317,678,6670,10892
stage_0147,317,787,6670,11001
stage_0147,318,305,6671,10519
stage_0147,320,11,6673,10225
stage_0147,320,911,6673,11125
stage_0147,321,416,6674,10630
stage_0147,323,249,6676,10463
stage_0147,323,345,6676,10559
stage_0147,323,656,6676,10870
stage_0147,331,355,6684,10569
stage_0147,332,525,6685,10739
stage_0147,334,241,6687,10455
stage_0147,335,56,6688,10270
stage_0147,338,807,6691,11021
stage_0147,339,146,6692,10360
stage_0147,339,325,6692,10539
stage_0147,339,667,6692,10881
stage_0147,340,870,6693,11084
stage_0147,341,106,6694,10320
stage_0147,342,359,6695,10573
stage_0147,342,691,6695,10905
stage_0147,344,210,6697,10424
stage_0147,345,65,6698,10279
stage_0147,348,683,6701,10897
stage_0147,348,781,6701,10995
stage_0147,349,528,6702,10742
stage_0147,349,644,6702,10858
stage_0147,350,159,6703,10373
stage_0147,351,854,6704,11068
stage_0147,354,823,6707,11037
stage_0147,354,880,6707,11094
stage_0147,356,311,6709,10525
stage_0147,356,561,6709,10775
stage_0147,358,785,6711,10999
stage_0147,360,392,6713,10606
stage_0147,362,552,6715,10766
stage_0147,362,796,6715,11010
stage_0147,363,894,6716,11108
stage_0147,364,182,6717,10396
stage_0147,364,413,6717,10627
stage_0147,364,867,6717,11081
stage_0147,367,252,6720,10466
stage_0147,367,428,6720,10642
stage_0147,371,212,6724,10426
stage_0147,371,813,6724,11027
stage_0147,375,237,6728,10451
stage_0147,379,290,6732,10504
stage_0147,379,881,6732,11095
stage_0147,380,258,6733,10472
stage_0147,383,869,6736,11083
stage_0147,383,898,6736,11112
stage_0147,385,771,6738,10985
stage_0147,387,163,6740,10377
stage_0147,388,785,6741,10999
stage_0147,389,706,6742,10920
stage_0147,393,551,6746,10765
stage_0147,393,854,6746,11068
stage_0147,396,880,6749,11094
stage_0147,399,175,6752,10389
stage_0147,400,345,6753,10559
stage_0147,401,116,6754,10330
stage_0147,401,523,6754,10737
stage_0147,402,79,6755,10293
stage_0147,403,156,6756,10370
stage_0147,404,125,6757,10339
stage_0147,405,129,6758,10343
stage_0147,405,850,6758,11064
stage_0147,407,708,6760,10922
stage_0147,407,868,6760,11082
stage_0147,408,790,6761,11004
stage_0147,409,730,6762,10944
stage_0147,410,427,6763,10641
stage_0147,410,771,6763,10985
stage_0147,412,292,6765,10506
stage_0147,413,553,6766,10767
stage_0147,414,5,6767,10219
stage_0147,417,619,6770,10833
stage_0147,418,514,6771,10728
stage_0147,419,279,6772,10493
stage_0147,420,887,6773,11101
stage_0147,421,234,6774,10448
stage_0147,423,81,6776,10295
stage_0147,423,208,6776,10422
stage_0147,423,696,6776,10910
stage_0147,424,21,6777,10235
stage_0147,425,111,6778,10325
stage_0147,426,266,6779,10480
stage_0147,426,315,6779,10529
stage_0147,426,916,6779,11130
stage_0147,428,326,6781,10540
stage_0147,429,787,6782,11001
stage_0147,430,621,6783,10835
stage_0147,431,815,6784,11029
stage_0147,433,190,6786,10404
stage_0147,434,421,6787,10635
stage_0147,434,512,6787,10726
stage_0147,435,258,6788,10472
stage_0147,435,470,6788,10684
stage_0147,435,830,6788,11044
stage_0147,436,271,6789,10485
stage_0147,436,676,6789,10890
stage_0147,437,445,6790,10659
stage_0147,438,907,6791,11121
stage_0147,439,790,6792,11004
stage_0147,442,709,6795,10923
stage_0147,444,55,6797,10269
stage_0147,444,311,6797,10525
stage_0147,444,850,6797,11064
stage_0147,444,890,6797,11104
stage_0147,447,282,6800,10496
stage_0147,447,564,6800,10778
stage_0147,447,806,6800,11020
stage_0147,448,405,6801,10619
stage_0147,449,620,6802,10834
stage_0147,451,776,6804,10990
stage_0147,452,131,6805,10345
stage_0147,452,661,6805,10875
stage_0147,454,437,6807,10651
stage_0147,456,799,6809,11013
stage_0147,457,183,6810,10397
stage_0147,457,529,6810,10743
stage_0147,458,251,6811,10465
stage_0147,459,64,6812,10278
stage_0147,460,523,6813,10737
stage_0147,462,117,6815,10331
stage_0147,462,393,6815,10607
stage_0147,462,511,6815,10725
stage_0147,463,79,6816,10293
stage_0147,463,306,6816,10520
stage_0147,464,355,6817,10569
stage_0147,464,894,6817,11108
stage_0147,466,650,6819,10864
stage_0147,468,43,6821,10257
stage_0147,468,816,6821,11030
stage_0147,470,504,6823,10718
stage_0147,470,872,6823,11086
stage_0147,471,18,6824,10232
stage_0147,471,849,6824,11063
stage_0147,473,165,6826,10379
stage_0147,473,358,6826,10572
stage_0147,474,248,6827,10462
stage_0147,476,64,6829,10278
stage_0147,476,639,6829,10853
stage_0147,477,803,6830,11017
stage_0147,479,785,6832,10999
stage_0147,481,178,6834,10392
stage_0147,482,904,6835,11118
stage_0147,483,44,6836,10258
stage_0147,484,151,6837,10365
stage_0147,485,3,6838,10217
stage_0147,487,791,6840,11005
stage_0147,487,811,6840,11025
stage_0147,488,545,6841,10759
stage_0147,491,429,6844,10643
stage_0147,494,778,6847,10992
stage_0147,495,491,6848,10705
stage_0147,497,359,6850,10573
stage_0147,498,866,6851,11080
stage_0147,500,813,6853,11027
stage_0147,502,156,6855,10370
stage_0147,502,404,6855,10618
stage_0147,502,543,6855,10757
stage_0147,503,785,6856,10999
stage_0147,507,376,6860,10590
stage_0147,507,868,6860,11082
stage_0147,508,895,6861,11109
stage_0147,510,345,6863,10559
stage_0147,511,23,6864,10237
stage_0147,512,16,6865,10230
stage_0147,515,501,6868,10715
stage_0147,518,357,6871,10571
stage_0147,518,835,6871,11049
stage_0147,519,394,6872,10608
stage_0147,520,519,6873,10733
stage_0147,524,537,6877,10751
stage_0147,524,667,6877,10881
stage_0147,529,311,6882,10525
stage_0147,530,361,6883,10575
stage_0147,530,490,6883,10704
stage_0147,531,402,6884,10616
stage_0147,533,507,6886,10721
stage_0147,534,18,6887,10232
stage_0147,538,178,6891,10392
stage_0147,538,291,6891,10505
stage_0147,539,30,6892,10244
stage_0147,540,365,6893,10579
stage_0147,541,155,6894,10369
stage_0147,541,160,6894,10374
stage_0147,541,328,6894,10542
stage_0147,542,500,6895,10714
stage_0147,543,413,6896,10627
stage_0147,543,420,6896,10634
stage_0147,543,486,6896,10700
stage_0147,544,464,6897,10678
stage_0147,545,393,6898,10607
stage_0147,547,199,6900,10413
stage_0147,548,321,6901,10535
stage_0147,550,473,6903,10687
stage_0147,551,66,6904,10280
stage_0147,552,40,6905,10254
stage_0147,554,829,6907,11043
stage_0147,555,186,6908,10400
stage_0147,558,53,6911,10267
stage_0147,558,347,6911,10561
stage_0147,560,441,6913,10655
stage_0147,561,419,6914,10633
stage_0147,562,495,6915,10709
stage_0147,567,257,6920,10471
stage_0147,570,503,6923,10717
stage_0147,570,641,6923,10855
stage_0147,577,403,6930,10617
stage_0147,578,245,6931,10459
stage_0147,578,301,6931,10515
stage_0147,578,443,6931,10657
stage_0147,579,99,6932,10313
stage_0147,579,538,6932,10752
stage_0147,580,79,6933,10293
stage_0147,582,445,6935,10659
stage_0147,582,549,6935,10763
stage_0147,583,318,6936,10532
stage_0147,586,118,6939,10332
stage_0147,586,499,6939,10713
stage_0147,589,170,6942,10384
stage_0147,589,511,6942,10725
stage_0147,592,489,6945,10703
stage_0147,596,124,6949,10338
stage_0147,600,26,6953,10240
stage_0147,601,246,6954,10460
stage_0147,607,294,6960,10508
stage_0147,611,83,6964,10297
stage_0147,613,273,6966,10487
stage_0147,614,72,6967,10286
stage_0147,614,105,6967,10319
stage_0147,615,137,6968,10351
stage_0147,616,56,6969,10270
stage_0147,616,177,6969,10391
stage_0147,617,32,6970,10246
stage_0147,619,289,6972,10503
stage_0147,620,218,6973,10432
stage_0147,623,139,6976,10353
stage_0147,624,271,6977,10485
stage_0147,630,21,6983,10235
stage_0147,630,517,6983,10731
stage_0147,632,206,6985,10420
stage_0147,637,677,6990,10891
stage_0147,638,174,6991,10388
stage_0147,639,468,6992,10682
stage_0147,641,263,6994,10477
stage_0147,643,212,6996,10426
stage_0147,643,498,6996,10712
stage_0147,644,393,6997,10607
stage_0147,645,888,6998,11102
stage_0147,646,431,6999,10645
stage_0147,648,507,7001,10721
stage_0147,651,149,7004,10363
stage_0147,651,161,7004,10375
stage_0147,652,176,7005,10390
stage_0147,654,373,7007,10587
stage_0147,656,142,7009,10356
stage_0147,657,256,7010,10470
stage_0147,659,357,7012,10571
stage_0147,659,394,7012,10608
stage_0147,662,198,7015,10412
stage_0147,666,14,7019,10228
stage_0147,666,61,7019,10275
stage_0147,668,512,7021,10726
stage_0147,669,210,7022,10424
stage_0147,670,174,7023,10388
stage_0147,672,147,7025,10361
stage_0147,673,135,7026,10349
stage_0147,674,721,7027,10935
stage_0147,674,909,7027,11123
stage_0147,676,524,7029,10738
stage_0147,678,36,7031,10250
stage_0147,679,29,7032,10243
stage_0147,679,306,7032,10520
stage_0147,679,370,7032,10584
stage_0147,681,12,7034,10226
stage_0147,681,245,7034,10459
stage_0147,681,351,7034,10565
stage_0147,682,107,7035,10321
stage_0147,683,573,7036,10787
stage_0147,685,513,7038,10727
stage_0147,686,122,7039,10336
stage_0147,688,293,7041,10507
stage_0147,689,40,7042,10254
stage_0147,689,529,7042,10743
stage_0147,690,175,7043,10389
stage_0147,691,124,7044,10338
stage_0147,693,384,7046,10598
stage_0147,693,547,7046,10761
stage_0147,693,725,7046,10939
stage_0147,694,423,7047,10637
stage_0147,696,104,7049,10318
stage_0147,696,209,7049,10423
stage_0147,696,362,7049,10576
stage_0147,696,374,7049,10588
stage_0147,697,436,7050,10650
stage_0147,698,25,7051,10239
stage_0147,700,568,7053,10782
stage_0147,700,713,7053,10927
stage_0147,701,82,7054,10296
stage_0147,703,233,7056,10447
stage_0147,704,586,7057,10800
stage_0147,708,106,7061,10320
stage_0147,710,79,7063,10293
stage_0147,711,357,7064,10571
stage_0147,712,576,7065,10790
stage_0147,716,171,7069,10385
stage_0147,717,153,7070,10367
stage_0147,718,918,7071,11132
stage_0147,719,69,7072,10283
stage_0147,719,99,7072,10313
stage_0147,720,78,7073,10292
stage_0147,720,145,7073,10359
stage_0147,721,116,7074,10330
stage_0147,721,240,7074,10454
stage_0147,722,155,7075,10369
stage_0147,723,198,7076,10412
stage_0147,723,363,7076,10577
stage_0147,728,471,7081,10685
stage_0147,729,63,7082,10277
stage_0147,731,158,7084,10372
stage_0147,732,178,7085,10392
stage_0147,732,200,7085,10414
stage_0147,733,27,7086,10241
stage_0147,733,52,7086,10266
stage_0147,733,358,7086,10572
stage_0147,734,180,7087,10394
stage_0147,735,74,7088,10288
stage_0147,735,376,7088,10590
stage_0147,737,205,7090,10419
stage_0147,737,481,7090,10695
stage_0147,739,158,7092,10372
stage_0147,741,195,7094,10409
stage_0147,742,349,7095,10563
stage_0147,743,85,7096,10299
stage_0147,745,128,7098,10342
stage_0147,746,199,7099,10413
stage_0147,750,191,7103,10405
stage_0147,751,104,7104,10318
stage_0147,751,917,7104,11131
stage_0147,752,585,7105,10799
stage_0147,753,133,7106,10347
stage_0147,753,371,7106,10585
stage_0147,754,188,7107,10402
stage_0147,757,474,7110,10688
stage_0147,763,125,7116,10339
stage_0147,764,467,7117,10681
stage_0147,766,904,7119,11118
stage_0147,767,75,7120,10289
stage_0147,767,573,7120,10787
stage_0147,768,687,7121,10901
stage_0147,770,350,7123,10564
stage_0147,771,37,7124,10251
stage_0147,772,137,7125,10351
stage_0147,774,204,7127,10418
stage_0147,775,555,7128,10769
stage_0147,776,386,7129,10600
stage_0147,776,593,7129,10807
stage_0147,780,183,7133,10397
stage_0147,780,361,7133,10575
stage_0147,780,464,7133,10678
stage_0147,788,882,7141,11096
stage_0147,789,543,7142,10757
stage_0147,791,376,7144,10590
stage_0147,791,405,7144,10619
stage_0147,792,554,7145,10768
stage_0147,792,751,7145,10965
stage_0147,794,29,7147,10243
stage_0147,794,580,7147,10794
stage_0147,796,344,7149,10558
stage_0147,797,105,7150,10319
stage_0147,797,391,7150,10605
stage_0147,797,863,7150,11077
stage_0147,799,173,7152,10387
stage_0147,799,302,7152,10516
stage_0147,799,552,7152,10766
stage_0147,801,537,7154,10751
stage_0147,802,145,7155,10359
stage_0147,802,764,7155,10978
stage_0147,804,751,7157,10965
stage_0147,805,30,7158,10244
stage_0147,805,45,7158,10259
stage_0147,806,127,7159,10341
stage_0147,810,322,7163,10536
stage_0147,811,554,7164,10768
stage_0147,812,908,7165,11122
stage_0147,813,109,7166,10323
stage_0147,814,393,7167,10607
stage_0147,815,140,7168,10354
stage_0147,816,309,7169,10523
stage_0147,817,746,7170,10960
stage_0147,819,86,7172,10300
stage_0147,821,39,7174,10253
stage_0147,823,157,7176,10371
stage_0147,823,543,7176,10757
stage_0147,826,332,7179,10546
stage_0147,832,670,7185,10884
stage_0147,833,568,7186,10782
stage_0147,834,293,7187,10507
stage_0147,838,175,7191,10389
stage_0147,838,555,7191,10769
stage_0147,838,628,7191,10842
stage_0147,840,379,7193,10593
stage_0147,843,111,7196,10325
stage_0147,843,686,7196,10900
stage_0147,845,85,7198,10299
stage_0147,846,606,7199,10820
stage_0147,849,153,7202,10367
stage_0147,852,341,7205,10555
stage_0147,853,172,7206,10386
stage_0147,853,563,7206,10777
stage_0147,853,648,7206,10862
stage_0147,854,598,7207,10812
stage_0147,855,296,7208,10510
stage_0147,856,662,7209,10876
stage_0147,856,887,7209,11101
stage_0147,859,14,7212,10228
stage_0147,862,237,7215,10451
stage_0147,862,678,7215,10892
stage_0147,863,555,7216,10769
stage_0147,865,150,7218,10364
stage_0147,866,520,7219,10734
stage_0147,866,598,7219,10812
stage_0147,867,353,7220,10567
stage_0147,868,379,7221,10593
stage_0147,868,409,7221,10623
stage_0147,871,184,7224,10398
stage_0147,873,163,7226,10377
stage_0147,873,313,7226,10527
stage_0147,874,88,7227,10302
stage_0147,874,299,7227,10513
stage_0147,874,442,7227,10656
stage_0147,874,738,7227,10952
stage_0147,876,563,7229,10777
stage_0147,876,682,7229,10896
stage_0147,879,333,7232,10547
stage_0147,880,239,7233,10453
stage_0147,881,397,7234,10611
stage_0147,881,680,7234,10894
stage_0147,882,760,7235,10974
stage_0147,885,197,7238,10411
stage_0147,886,440,7239,10654
stage_0147,887,302,7240,10516
stage_0147,887,736,7240,10950
stage_0147,889,149,7242,10363
stage_0147,891,44,7244,10258
stage_0147,891,104,7244,10318
stage_0147,892,559,7245,10773
stage_0147,894,512,7247,10726
stage_0147,894,724,7247,10938
stage_0147,895,626,7248,10840
stage_0147,895,760,7248,10974
stage_0147,895,768,7248,10982
stage_0147,898,196,7251,10410
stage_0147,899,450,7252,10664
stage_0147,899,706,7252,10920
stage_0147,901,786,7254,11000
stage_0147,902,742,7255,10956
stage_0147,903,169,7256,10383
stage_0147,905,629,7258,10843
stage_0147,907,196,7260,10410
stage_0147,910,690,7263,10904
stage_0147,914,137,7267,10351
stage_0147,914,182,7267,10396
stage_0147,917,4,7270,10218
stage_0147,917,240,7270,10454
stage_0147,917,671,7270,10885
stage_0147,917,850,7270,11064
stage_0147,919,131,7272,10345
stage_0147,920,104,7273,10318
stage_0147,920,555,7273,10769
stage_0147,921,625,7274,10839
stage_0147,923,703,7276,10917
stage_0147,927,633,7280,10847
stage_0147,928,18,7281,10232
stage_0147,928,164,7281,10378
stage_0147,930,325,7283,10539
stage_0147,931,613,7284,10827
stage_0147,931,819,7284,11033
stage_0147,933,239,7286,10453
stage_0147,934,562,7287,10776
stage_0147,935,94,7288,10308
stage_0147,936,501,7289,10715
stage_0147,937,26,7290,10240
stage_0147,937,547,7290,10761
stage_0147,938,579,7291,10793
stage_0147,944,13,7297,10227
stage_0147,944,443,7297,10657
stage_0147,948,906,7301,11120
stage_0147,949,842,7302,11056
stage_0147,951,549,7304,10763
stage_0147,955,882,7308,11096
stage_0147,956,367,7309,10581
stage_0147,960,870,7313,11084
stage_0147,961,304,7314,10518
stage_0147,961,514,7314,10728
stage_0147,962,488,7315,10702
stage_0147,966,870,7319,11084
stage_0147,967,56,7320,10270
stage_0147,969,375,7322,10589
stage_0147,987,208,7340,10422
stage_0147,990,889,7343,11103
stage_0147,994,340,7347,10554
stage_0147,997,90,7350,10304
stage_0147,998,255,7351,10469
stage_0147,999,888,7352,11102
stage_0147,1005,33,7358,10247
stage_0147,1006,126,7359,10340
stage_0147,1009,74,7362,10288
stage_0147,1010,268,7363,10482
stage_0147,1013,196,7366,10410
stage_0147,1013,291,7366,10505
stage_0147,1021,279,7374,10493
stage_0147,1022,60,7375,10274
stage_0147,1026,192,7379,10406
stage_0147,1028,159,7381,10373
stage_0147,1042,203,7395,10417
stage_0147,1042,241,7395,10455
stage_0147,1043,164,7396,10378
stage_0147,1043,218,7396,10432
stage_0147,1044,176,7397,10390
stage_0147,1051,94,7404,10308
stage_0147,1054,207,7407,10421
stage_0147,1057,219,7410,10433
stage_0147,1060,234,7413,10448
stage_0147,1080,162,7433,10376
stage_0147,1096,151,7449,10365
stage_0147,1097,140,7450,10354
stage_0147,1099,195,7452,10409
stage_0147,1105,6,7458,10220
stage_0147,1113,225,7466,10439
stage_0147,1114,44,7467,10258
stage_0147,1114,97,7467,10311
stage_0147,1115,165,7468,10379
stage_0147,1115,176,7468,10390
stage_0147,1118,145,7471,10359
stage_0147,1118,205,7471,10419
stage_0147,1119,13,7472,10227
stage_0147,1121,219,7474,10433
stage_0147,1122,190,7475,10404
stage_0147,1126,30,7479,10244
stage_0147,1137,173,7490,10387
stage_0147,1138,24,7491,10238
stage_0147,1139,152,7492,10366
stage_0147,1149,866,7502,11080
stage_0147,1157,152,7510,10366
stage_0147,1158,217,7511,10431
stage_0147,1162,75,7515,10289
stage_0147,1162,301,7515,10515
stage_0147,1166,241,7519,10455
stage_0147,1167,26,7520,10240
stage_0147,1169,6,7522,10220
stage_0147,1169,314,7522,10528
stage_0147,1171,253,7524,10467
stage_0147,1172,340,7525,10554
stage_0147,1174,799,7527,11013
stage_0147,1179,863,7532,11077
stage_0147,1180,164,7533,10378
stage_0147,1180,178,7533,10392
stage_0147,1183,880,7536,11094
stage_0147,1187,47,7540,10261
stage_0147,1189,59,7542,10273
stage_0147,1189,301,7542,10515
stage_0147,1192,256,7545,10470
stage_0147,1192,313,7545,10527
stage_0147,1195,359,7548,10573
stage_0147,1196,332,7549,10546
stage_0147,1196,388,7549,10602
